"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2020년 01월 19일","61,300","61,300","61,300","61,300","-","0.00%"
"2020년 01월 17일","61,300","61,900","62,000","61,000","15.45M","0.99%"
"2020년 01월 16일","60,700","59,100","60,700","59,000","13.56M","2.88%"
"2020년 01월 15일","59,000","59,500","59,600","58,900","13.72M","-1.67%"
"2020년 01월 14일","60,000","60,400","61,000","59,900","16.08M","0.00%"
"2020년 01월 13일","60,000","59,600","60,000","59,100","11.26M","0.84%"
"2020년 01월 12일","59,500","59,500","59,500","59,500","-","0.00%"
"2020년 01월 10일","59,500","58,800","59,700","58,300","15.83M","1.54%"
"2020년 01월 09일","58,600","58,400","58,600","57,400","23.23M","3.17%"
"2020년 01월 08일","56,800","56,200","57,400","55,900","23.33M","1.79%"
"2020년 01월 07일","55,800","55,700","56,400","55,600","9.89M","0.54%"
"2020년 01월 06일","55,500","54,900","55,600","54,600","10.24M","0.00%"
"2020년 01월 05일","55,500","55,500","55,500","55,500","-","0.00%"
"2020년 01월 03일","55,500","56,000","56,600","54,900","15.31M","0.54%"
"2020년 01월 02일","55,200","55,500","56,000","55,000","12.76M","-1.08%"
"2019년 12월 30일","55,800","56,200","56,600","55,700","8.35M","-1.24%"
"2019년 12월 29일","56,500","56,500","56,500","56,500","-","0.00%"
"2019년 12월 27일","56,500","55,700","56,900","55,500","12.29M","1.99%"
"2019년 12월 26일","55,400","54,700","55,400","54,400","9.57M","0.73%"
"2019년 12월 25일","55,000","55,000","55,000","55,000","-","0.00%"
"2019년 12월 24일","55,000","55,600","55,700","54,800","9.19M","-0.90%"
"2019년 12월 23일","55,500","56,100","56,400","55,100","9.49M","-0.89%"
"2019년 12월 22일","56,000","56,000","56,000","56,000","-","0.00%"
"2019년 12월 20일","56,000","56,100","56,500","55,600","12.07M","0.00%"
"2019년 12월 19일","56,000","57,000","57,300","55,500","13.95M","-0.53%"
"2019년 12월 18일","56,300","56,700","57,200","56,000","15.49M","-0.71%"
"2019년 12월 17일","56,700","55,800","56,700","55,400","18.75M","3.66%"
"2019년 12월 16일","54,700","54,500","54,900","54,300","11.10M","0.00%"
"2019년 12월 15일","54,700","54,700","54,700","54,700","-","0.00%"
"2019년 12월 13일","54,700","54,500","54,800","53,900","17.59M","2.63%"
"2019년 12월 12일","53,300","53,000","53,300","52,700","28.45M","2.70%"
"2019년 12월 11일","51,900","51,500","52,200","51,400","11.00M","0.78%"
"2019년 12월 10일","51,500","51,000","51,600","50,700","6.87M","0.59%"
"2019년 12월 09일","51,200","50,900","51,400","50,700","8.27M","1.59%"
"2019년 12월 08일","50,400","50,400","50,400","50,400","-","0.00%"
"2019년 12월 06일","50,400","50,100","50,900","49,950","10.87M","1.82%"
"2019년 12월 05일","49,500","50,200","50,400","49,500","10.02M","0.10%"
"2019년 12월 04일","49,450","49,600","49,850","49,000","12.96M","-0.90%"
"2019년 12월 03일","49,900","49,800","50,300","49,500","12.00M","-0.99%"
"2019년 12월 02일","50,400","50,900","51,300","50,400","9.59M","0.20%"
"2019년 12월 01일","50,300","50,300","50,300","50,300","-","0.00%"
"2019년 11월 29일","50,300","51,200","51,400","50,200","11.01M","-1.95%"
"2019년 11월 28일","51,300","51,900","52,100","51,300","6.15M","-1.72%"
"2019년 11월 27일","52,200","51,800","52,300","51,600","7.19M","0.77%"
"2019년 11월 26일","51,800","51,900","52,900","51,800","26.04M","0.00%"
"2019년 11월 25일","51,800","52,200","52,600","51,700","9.01M","0.39%"
"2019년 11월 22일","51,600","51,000","51,600","50,900","8.33M","1.18%"
"2019년 11월 21일","51,000","51,600","52,100","50,600","14.25M","-1.92%"
"2019년 11월 20일","52,000","53,400","53,400","52,000","11.83M","-2.80%"
"2019년 11월 19일","53,500","53,200","53,500","52,700","8.10M","0.00%"
"2019년 11월 18일","53,500","53,600","53,800","53,200","7.65M","-0.37%"
"2019년 11월 17일","53,700","53,700","53,700","53,700","-","0.00%"
"2019년 11월 15일","53,700","52,900","53,700","52,600","9.68M","1.70%"
"2019년 11월 14일","52,800","51,900","52,800","51,900","12.00M","0.57%"
"2019년 11월 13일","52,500","52,500","52,500","52,000","6.22M","-0.19%"
"2019년 11월 12일","52,600","51,800","52,600","51,600","6.10M","1.94%"
"2019년 11월 11일","51,600","52,200","52,200","51,400","8.18M","-0.96%"
"2019년 11월 10일","52,100","52,100","52,100","52,100","-","0.00%"
"2019년 11월 08일","52,100","53,200","53,300","52,000","10.39M","-1.51%"
"2019년 11월 07일","52,900","53,400","53,400","52,400","9.14M","-0.75%"
"2019년 11월 06일","53,300","52,900","53,500","52,700","13.12M","1.14%"
"2019년 11월 05일","52,700","52,400","52,700","52,100","10.12M","0.76%"
"2019년 11월 04일","52,300","51,700","52,300","51,400","12.76M","2.15%"
"2019년 11월 03일","51,200","51,200","51,200","51,200","-","0.00%"
"2019년 11월 01일","51,200","50,600","51,200","50,400","7.54M","1.59%"
"2019년 10월 31일","50,400","51,000","51,400","50,300","10.21M","0.00%"
"2019년 10월 30일","50,400","50,700","50,800","50,200","8.87M","-1.37%"
"2019년 10월 29일","51,100","51,400","51,700","50,800","7.14M","-0.39%"
"2019년 10월 28일","51,300","50,700","51,500","50,700","6.34M","0.79%"
"2019년 10월 27일","50,900","50,900","50,900","50,900","-","0.00%"
"2019년 10월 25일","50,900","50,800","51,200","50,500","7.84M","0.39%"
"2019년 10월 24일","50,700","52,500","52,500","50,500","10.77M","-0.98%"
"2019년 10월 23일","51,200","51,300","51,500","50,800","8.46M","0.00%"
"2019년 10월 22일","51,200","50,800","51,500","50,700","10.71M","1.79%"
"2019년 10월 21일","50,300","49,900","50,400","49,800","4.39M","0.80%"
"2019년 10월 20일","49,900","49,900","49,900","49,900","-","0.00%"
"2019년 10월 18일","49,900","50,300","50,900","49,650","8.40M","-1.19%"
"2019년 10월 17일","50,500","50,500","50,600","50,100","6.61M","-0.39%"
"2019년 10월 16일","50,700","50,700","50,900","50,400","9.01M","1.20%"
"2019년 10월 15일","50,100","49,900","50,200","49,900","5.90M","0.20%"
"2019년 10월 14일","50,000","50,000","50,300","49,850","10.87M","1.73%"
"2019년 10월 13일","49,150","49,150","49,150","49,150","-","0.00%"
"2019년 10월 11일","49,150","49,000","49,450","48,800","7.73M","1.24%"
"2019년 10월 10일","48,550","48,200","49,200","48,000","17.84M","-0.72%"
"2019년 10월 09일","48,900","48,900","48,900","48,900","-","0.00%"
"2019년 10월 08일","48,900","47,900","49,000","47,600","13.29M","2.41%"
"2019년 10월 07일","47,750","48,350","48,700","47,650","6.47M","-0.52%"
"2019년 10월 06일","48,000","48,000","48,000","48,000","-","0.00%"
"2019년 10월 04일","48,000","47,400","48,650","47,350","8.46M","0.84%"
"2019년 10월 03일","47,600","47,600","47,600","47,600","-","0.00%"
"2019년 10월 02일","47,600","48,350","48,400","47,600","8.37M","-2.56%"
"2019년 10월 01일","48,850","48,900","49,100","48,650","6.20M","-0.41%"
"2019년 09월 30일","49,050","48,050","49,250","47,900","9.20M","1.34%"
"2019년 09월 29일","48,400","48,400","48,400","48,400","-","0.00%"
"2019년 09월 27일","48,400","48,000","48,700","48,000","8.03M","-1.63%"
"2019년 09월 26일","49,200","49,000","49,250","48,900","8.36M","0.61%"
"2019년 09월 25일","48,900","49,200","49,350","48,800","9.11M","-1.21%"
"2019년 09월 24일","49,500","49,050","49,650","48,850","7.84M","0.41%"
"2019년 09월 23일","49,300","49,250","49,300","49,000","7.40M","0.20%"
"2019년 09월 22일","49,200","49,200","49,200","49,200","-","0.00%"
"2019년 09월 20일","49,200","49,400","49,600","49,100","14.91M","0.10%"
"2019년 09월 19일","49,150","48,050","49,200","47,850","15.19M","3.04%"
"2019년 09월 18일","47,700","46,900","47,700","46,800","9.82M","1.71%"
"2019년 09월 17일","46,900","47,000","47,100","46,800","5.99M","-0.42%"
"2019년 09월 16일","47,100","47,000","47,100","46,400","11.99M","-0.11%"
"2019년 09월 15일","47,150","47,150","47,150","47,150","-","0.00%"
"2019년 09월 11일","47,150","47,300","47,400","46,800","16.12M","0.32%"
"2019년 09월 10일","47,000","47,100","47,200","46,550","9.16M","0.21%"
"2019년 09월 09일","46,900","46,450","47,000","46,300","9.17M","1.30%"
"2019년 09월 08일","46,300","46,300","46,300","46,300","-","0.00%"
"2019년 09월 06일","46,300","46,500","46,500","45,850","9.70M","1.31%"
"2019년 09월 05일","45,700","44,800","46,100","44,450","17.82M","3.63%"
"2019년 09월 04일","44,100","43,250","44,100","43,150","11.48M","1.97%"
"2019년 09월 03일","43,250","43,550","43,650","43,100","8.52M","-1.26%"
"2019년 09월 02일","43,800","44,850","44,850","43,650","7.11M","-0.45%"
"2019년 09월 01일","44,000","44,000","44,000","44,000","-","0.00%"
"2019년 08월 30일","44,000","43,750","44,300","43,750","8.78M","1.38%"
"2019년 08월 29일","43,400","44,200","44,200","43,050","10.13M","-1.70%"
"2019년 08월 28일","44,150","44,100","44,400","43,750","5.75M","0.23%"
"2019년 08월 27일","44,050","43,650","44,200","43,600","16.31M","1.03%"
"2019년 08월 26일","43,600","43,050","43,800","42,950","7.94M","-0.80%"
"2019년 08월 25일","43,950","43,950","43,950","43,950","-","0.00%"
"2019년 08월 23일","43,950","43,800","44,200","43,650","4.64M","-0.23%"
"2019년 08월 22일","44,050","44,500","44,700","43,850","8.05M","-1.01%"
"2019년 08월 21일","44,500","44,350","44,800","44,150","6.52M","0.11%"
"2019년 08월 20일","44,450","43,950","44,600","43,550","8.41M","1.95%"
"2019년 08월 19일","43,600","44,350","44,350","43,500","5.97M","-0.68%"
"2019년 08월 18일","43,900","43,900","43,900","43,900","-","0.00%"
"2019년 08월 16일","43,900","43,800","43,900","43,300","9.45M","0.46%"
"2019년 08월 15일","43,700","43,700","43,700","43,700","-","0.00%"
"2019년 08월 14일","43,700","43,900","44,250","43,500","8.50M","1.63%"
"2019년 08월 13일","43,000","43,500","43,500","42,950","6.96M","-1.60%"
"2019년 08월 12일","43,700","44,000","44,000","43,550","7.27M","1.27%"
"2019년 08월 11일","43,150","43,150","43,150","43,150","-","0.00%"
"2019년 08월 09일","43,150","43,250","43,350","43,050","9.08M","1.17%"
"2019년 08월 08일","42,650","43,250","43,500","42,650","16.00M","-1.27%"
"2019년 08월 07일","43,200","43,600","43,900","43,100","9.99M","-0.69%"
"2019년 08월 06일","43,500","42,500","43,800","42,500","15.06M","-1.02%"
"2019년 08월 05일","43,950","44,350","44,600","43,600","13.32M","-2.22%"
"2019년 08월 04일","44,950","44,950","44,950","44,950","-","0.00%"
"2019년 08월 02일","44,950","44,550","45,500","44,300","11.82M","-0.55%"
"2019년 08월 01일","45,200","44,900","45,500","44,850","7.74M","-0.33%"
"2019년 07월 31일","45,350","46,200","46,600","45,000","12.82M","-2.58%"
"2019년 07월 30일","46,550","46,300","46,850","46,300","5.51M","0.98%"
"2019년 07월 29일","46,100","46,800","47,050","46,000","6.85M","-2.23%"
"2019년 07월 28일","47,150","47,150","47,150","47,150","-","0.00%"
"2019년 07월 26일","47,150","46,650","47,150","46,550","7.67M","-0.11%"
"2019년 07월 25일","47,200","47,150","47,200","46,600","8.38M","1.72%"
"2019년 07월 24일","46,400","47,100","47,150","46,250","8.34M","-1.90%"
"2019년 07월 23일","47,300","47,350","47,550","47,050","8.90M","0.21%"
"2019년 07월 22일","47,200","46,800","47,300","46,600","9.01M","0.85%"
"2019년 07월 21일","46,800","46,800","46,800","46,800","-","0.00%"
"2019년 07월 19일","46,800","46,650","46,950","46,600","7.98M","1.52%"
"2019년 07월 18일","46,100","46,450","46,450","45,650","4.95M","0.11%"
"2019년 07월 17일","46,050","46,150","46,350","45,950","5.21M","-1.71%"
"2019년 07월 16일","46,850","46,450","46,850","46,300","7.21M","0.86%"
"2019년 07월 15일","46,450","45,950","46,650","45,750","4.71M","0.32%"
"2019년 07월 14일","46,300","46,300","46,300","46,300","-","0.00%"
"2019년 07월 12일","46,300","46,350","46,400","45,800","5.12M","0.22%"
"2019년 07월 11일","46,200","46,350","46,550","46,150","10.85M","1.43%"
"2019년 07월 10일","45,550","45,550","46,150","45,500","9.17M","1.00%"
"2019년 07월 09일","45,100","44,850","45,450","44,700","7.63M","1.58%"
"2019년 07월 08일","44,400","44,750","44,800","44,350","7.81M","-2.74%"
"2019년 07월 05일","45,650","45,950","45,950","45,250","7.22M","-0.76%"
"2019년 07월 04일","46,000","45,250","46,200","45,250","6.36M","1.32%"
"2019년 07월 03일","45,400","45,750","46,350","45,200","9.66M","-1.84%"
"2019년 07월 02일","46,250","46,200","46,900","45,850","8.43M","-0.75%"
"2019년 07월 01일","46,600","47,350","47,400","46,250","11.03M","-0.85%"
"2019년 06월 30일","47,000","47,000","47,000","47,000","-","0.00%"
"2019년 06월 28일","47,000","47,000","47,000","46,700","12.25M","1.08%"
"2019년 06월 27일","46,500","46,000","46,600","45,750","12.58M","1.75%"
"2019년 06월 26일","45,700","45,800","46,000","45,600","9.02M","0.22%"
"2019년 06월 25일","45,600","45,200","45,800","45,200","6.87M","0.22%"
"2019년 06월 24일","45,500","45,200","45,800","45,200","6.07M","-0.44%"
"2019년 06월 23일","45,700","45,700","45,700","45,700","-","0.00%"
"2019년 06월 21일","45,700","45,750","45,800","45,200","9.32M","0.44%"
"2019년 06월 20일","45,500","44,850","45,500","44,850","6.76M","0.33%"
"2019년 06월 19일","45,350","45,450","45,450","45,000","9.36M","2.25%"
"2019년 06월 18일","44,350","43,750","44,500","43,650","7.98M","1.03%"
"2019년 06월 17일","43,900","43,750","44,050","43,400","7.36M","-0.23%"
"2019년 06월 16일","44,000","44,000","44,000","44,000","-","0.00%"
"2019년 06월 14일","44,000","43,750","44,150","43,300","8.31M","0.57%"
"2019년 06월 13일","43,750","44,200","44,400","43,400","16.89M","-1.91%"
"2019년 06월 12일","44,600","44,800","45,050","44,300","8.55M","-0.56%"
"2019년 06월 11일","44,850","44,800","45,000","44,550","6.63M","0.11%"
"2019년 06월 10일","44,800","44,300","44,850","44,050","8.62M","1.36%"
"2019년 06월 07일","44,200","43,600","44,350","43,450","11.62M","0.68%"
"2019년 06월 05일","43,900","44,050","44,200","43,700","10.82M","1.04%"
"2019년 06월 04일","43,450","43,400","43,700","43,000","9.87M","-0.80%"
"2019년 06월 03일","43,800","42,950","43,900","42,500","15.08M","3.06%"
"2019년 05월 31일","42,500","42,600","42,800","42,150","10.21M","-0.12%"
"2019년 05월 30일","42,550","42,200","42,700","42,150","9.98M","1.79%"
"2019년 05월 29일","41,800","41,850","42,100","41,300","14.52M","-1.76%"
"2019년 05월 28일","42,550","42,550","42,950","42,150","22.59M","-0.23%"
"2019년 05월 27일","42,650","42,500","43,000","42,350","7.44M","-0.12%"
"2019년 05월 24일","42,700","43,800","43,800","42,400","13.34M","-2.62%"
"2019년 05월 23일","43,850","43,900","44,000","43,250","12.19M","0.80%"
"2019년 05월 22일","43,500","43,700","43,800","42,400","10.70M","0.81%"
"2019년 05월 21일","43,150","42,600","43,950","42,350","18.69M","2.74%"
"2019년 05월 20일","42,000","41,650","42,100","41,550","13.11M","1.94%"
"2019년 05월 17일","41,200","41,950","42,050","40,850","12.29M","-0.84%"
"2019년 05월 16일","41,550","42,350","42,400","41,350","13.62M","-2.35%"
"2019년 05월 15일","42,550","42,700","43,050","42,550","7.66M","-0.23%"
"2019년 05월 14일","42,650","41,300","43,100","41,300","11.54M","0.00%"
"2019년 05월 13일","42,650","42,500","43,200","42,350","7.62M","-0.58%"
"2019년 05월 10일","42,900","42,600","43,450","42,450","13.51M","1.06%"
"2019년 05월 09일","42,450","43,900","44,250","42,450","22.04M","-4.07%"
"2019년 05월 08일","44,250","44,300","44,850","44,200","10.04M","-1.34%"
"2019년 05월 07일","44,850","45,250","45,300","44,400","11.96M","-0.99%"
"2019년 05월 03일","45,300","45,900","46,050","45,300","6.54M","-1.31%"
"2019년 05월 02일","45,900","45,500","46,150","45,400","8.62M","0.11%"
"2019년 04월 30일","45,850","46,000","46,300","45,350","10.16M","-0.65%"
"2019년 04월 29일","46,150","45,150","46,150","45,100","8.48M","2.90%"
"2019년 04월 26일","44,850","44,200","45,000","43,800","9.37M","0.45%"
"2019년 04월 25일","44,650","44,250","45,000","44,100","9.52M","-0.22%"
"2019년 04월 24일","44,750","45,400","45,650","44,150","12.18M","-1.00%"
"2019년 04월 23일","45,200","45,050","45,500","45,000","6.88M","-0.33%"
"2019년 04월 22일","45,350","45,400","45,900","45,100","5.90M","0.11%"
"2019년 04월 19일","45,300","45,750","46,000","45,250","8.35M","-0.66%"
"2019년 04월 18일","45,600","47,200","47,250","45,500","10.83M","-3.08%"
"2019년 04월 17일","47,050","47,300","47,600","47,000","5.47M","-0.42%"
"2019년 04월 16일","47,250","47,400","47,400","46,800","7.62M","0.43%"
"2019년 04월 15일","47,050","47,150","47,500","47,000","8.72M","0.43%"
"2019년 04월 12일","46,850","46,050","46,900","46,000","7.65M","1.30%"
"2019년 04월 11일","46,250","46,700","46,800","46,150","13.62M","-0.96%"
"2019년 04월 10일","46,700","46,400","46,700","46,050","10.35M","0.11%"
"2019년 04월 09일","46,650","46,700","46,950","46,200","6.88M","0.00%"
"2019년 04월 08일","46,650","47,250","47,250","46,150","8.49M","-0.43%"
"2019년 04월 05일","46,850","46,950","47,550","46,600","8.53M","-0.21%"
"2019년 04월 04일","46,950","46,150","47,100","46,150","11.44M","0.75%"
